starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	3	57	60	57
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	12	48	60	48
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:02 2021	1613039402	16	44	60	44
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	15	45	60	45
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	14	46	60	46
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	4	56	60	56
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:02 2021	1613039402	16	44	60	44
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	13	48	60	48
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	6	54	60	54
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	6	55	60	55
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	1	60	60	59
Thu Feb 11 18:30:04 2021	1613039404	9	51	60	51
Thu Feb 11 18:30:04 2021	1613039404	1	59	60	59
Thu Feb 11 18:30:04 2021	1613039404	3	58	60	58
Thu Feb 11 18:30:04 2021	1613039404	5	55	60	55
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	2	58	60	58
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	4	57	60	57
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	7	53	60	53
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	9	51	60	51
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	5	55	61	55
Thu Feb 11 18:30:05 2021	1613039405	0	60	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	61	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	61	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	19	42	61	42
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	60
Thu Feb 11 18:30:04 2021	1613039404	14	46	61	46
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:02 2021	1613039402	16	45	61	45
Thu Feb 11 18:30:05 2021	1613039405	0	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	60
Thu Feb 11 18:30:02 2021	1613039402	16	44	61	44
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	60
Thu Feb 11 18:30:05 2021	1613039405	3	57	61	57
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	60
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	8	53	61	53
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	60	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	9	51	61	51
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	1	60	61	60
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:02 2021	1613039402	17	43	61	43
Thu Feb 11 18:30:04 2021	1613039404	12	49	61	49
Thu Feb 11 18:30:04 2021	1613039404	3	58	61	58
Thu Feb 11 18:30:04 2021	1613039404	8	53	61	53
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	4	57	61	57
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	1	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	5	56	61	56
Thu Feb 11 18:30:03 2021	1613039403	1	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	4	57	61	57
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:02 2021	1613039402	16	45	61	45
Thu Feb 11 18:30:04 2021	1613039404	5	56	61	56
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	18	43	61	43
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	7	54	61	54
Thu Feb 11 18:30:03 2021	1613039403	1	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	2	59	61	59
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	6	56	61	56
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	17	44	61	44
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	6	55	61	55
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	1	60	61	60
Thu Feb 11 18:30:04 2021	1613039404	15	47	61	47
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:02 2021	1613039402	15	46	61	46
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	6	55	61	55
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:02 2021	1613039402	16	45	61	45
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	5	57	61	57
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	3	58	61	58
Thu Feb 11 18:30:05 2021	1613039405	4	58	61	58
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	17	45	61	45
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	15	46	61	46
Thu Feb 11 18:30:05 2021	1613039405	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	61	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	61	61
Thu Feb 11 18:30:04 2021	1613039404	3	59	61	59
Thu Feb 11 18:30:04 2021	1613039404	0	61	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	62	61
Thu Feb 11 18:30:04 2021	1613039404	2	60	62	59
Thu Feb 11 18:30:05 2021	1613039405	0	61	62	61
Thu Feb 11 18:30:04 2021	1613039404	18	43	62	43
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	62	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	61	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	61
Thu Feb 11 18:30:04 2021	1613039404	0	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	15	47	62	47
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	1	60	62	60
Thu Feb 11 18:30:05 2021	1613039405	0	61	62	61
Thu Feb 11 18:30:04 2021	1613039404	13	49	62	49
Thu Feb 11 18:30:03 2021	1613039403	5	56	62	56
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	3	58	62	58
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	6	56	62	56
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	4	58	62	57
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	4	58	62	58
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:02 2021	1613039402	16	46	62	46
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	2	60	62	60
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	19	43	62	43
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	5	56	62	56
Thu Feb 11 18:30:03 2021	1613039403	6	56	62	56
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	18	43	62	43
Thu Feb 11 18:30:03 2021	1613039403	1	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	10	52	62	52
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	15	47	62	47
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	6	55	62	55
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	5	57	62	57
Thu Feb 11 18:30:04 2021	1613039404	19	43	62	43
Thu Feb 11 18:30:04 2021	1613039404	4	58	62	58
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	6	56	62	56
Thu Feb 11 18:30:04 2021	1613039404	5	57	62	57
Thu Feb 11 18:30:04 2021	1613039404	6	56	62	56
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	3	59	62	59
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	5	57	62	57
Thu Feb 11 18:30:04 2021	1613039404	9	53	62	53
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	5	57	62	57
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	1	61	62	61
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	13	49	62	49
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	9	53	62	53
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	10	53	62	52
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	4	58	62	58
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	5	58	62	58
Thu Feb 11 18:30:04 2021	1613039404	8	54	62	54
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	13	49	62	49
Thu Feb 11 18:30:03 2021	1613039403	1	61	62	61
Thu Feb 11 18:30:04 2021	1613039404	5	58	62	57
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	3	59	62	59
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	1	61	62	61
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:03 2021	1613039403	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
Thu Feb 11 18:30:04 2021	1613039404	0	62	62	62
Thu Feb 11 18:30:05 2021	1613039405	0	62	62	62
